text,reason
"porque ainda sinto uma certa dificuldade em fazer a transicao total para o vegetarianismo mas sei que a diminuicao do consumo de carne, mesmo que parcial, e importante pra preservacao do planeta e reducao da crueldade animal",diminui a frequência de consumo
porque procuro uma alimentacao mais leve e na minha opiniao comer carne nao e sinônimo de longevidade,preocupação com a saúde ou ambiente
"porque em alguns dias semana, nao como derivados de animal",diminui a frequência de consumo
porque decidi reduzir consideravelmente meu consumo de carne,diminui a frequência de consumo
"porque reduzi o consumo de carnes porque acredito ser possivel ter manter uma boa saude e curar enfermidades com menos carnes , assim como reduzir os impactos que o consumo de carnes em excesso provocam no meio ambiente e para os animais",preocupação com a saúde ou ambiente
"nao consumo carne com frequencia, prefiro peixe, ovo, soja",diminui a frequência de consumo
"nao me preocupo com o rotulo, so estou reduzindo o consumo de carne",diminui a frequência de consumo
"Venho de uma familia que tem um frigorifico, ja vi cenas horriveis com animais e nao gosto desde pequena do gosto de carne exceto peixes",exclui alguns animais
porque acho desnecessario o volume de proteina animal ingerido convencionalmente pelas pessoas,preocupação com a saúde ou ambiente
"por conseguir reduzir o consumo da carne ao longo da semana, ha cerca de quatro meses, e gostar dessa mudanca, com isso pretendendo continuar com essa adaptacao alimentar",diminui a frequência de consumo
por uma associacao entre saude e respeito aos animais,preocupação com a saúde ou ambiente
"porque tento reduzir o consumo de carne, e nao como em algumas refeicões",diminui a frequência de consumo
"eu gostaria de ser vegetariana, mas no momento nao consigo cozinhar muito, acabo comendo marmita com carne",diminui a frequência de consumo
porque diminui o consumo de carne e com o tempo perdi totalmente o habito,diminui a frequência de consumo
"eu tive a experienica de ser vegana por sete meses, foi incrivel a visualizacao desse estilo de vida, porem eu so faco o basico para mudar um pouco o meu habito alimentar, como comer carne de soja, lentilha refogada, berinjela, abobrinha, grao de bico e etc apenas preciso aprender a fazer diversos pratos para que eu possa consumi-los no meu dia a dia, como hambúrguer de grao de bico, ervilha e etc",diminui a frequência de consumo
por tentar melhorar a alimentacao e comer menos carne vermelha,diminui a frequência de consumo
porque evito comer devido a crueldade associada,exclui alguns animais
porminha saude e pelas condicões de criacao dos animais,preocupação com a saúde ou ambiente
pelo conhecimento que venho adquirindo cerca das provaveis doencas que vem de peixes e outros animais que nao sao criados com higiene,preocupação com a saúde ou ambiente
"nao tenho auto-controle suficiente para ser vegetariano/vegano, mas acredito que diminuir o consumo ja tem um impacto relevante",diminui a frequência de consumo
porque retirei a carne pelo menos umas 2x/semana,diminui a frequência de consumo
"porque deixei de comer carne vermelha (ou qualquer bicho de 4 patas) ha 35 anos, e so como frango de vez em quando e peixe sempre que posso",exclui alguns animais
porque diminui o consumo mais ainda no consegui para de comer carne,diminui a frequência de consumo
"nem sempre quero comer carne, ja e um costume desde a infância",diminui a frequência de consumo
porque acho importante nao incentivar a indústria que a criancao de animais se tornou,preocupação com a saúde ou ambiente
"por entender toda a gama de problemas ecologicos causados pela ""producao"" de carne (especialmente a bovina) no pais, bem como o tratamento que muitos animais recebem ate chegar ao meu prato",preocupação com a saúde ou ambiente
porque decidir reduzir o consumo de carne,diminui a frequência de consumo
educacao alimentar apos ganho de peso e uma sindrome autoimune,preocupação com a saúde ou ambiente
porque reduzir o consumo de carne ha muitos anos mas 1 ou 2 vez por mes consumo,diminui a frequência de consumo
"porque nao consumo nenhum tipo de carne(suina, bovina, frango e outros), mas ainda consumo peixe exporadicamente",exclui alguns animais
dois anos que diminuir o consumo de carne,diminui a frequência de consumo
"e algo natural, nao sinto necessidade de carne no meu dia a dia",não considera carne essencial
"porque depois da cirurgia bariatrica sinto a carne vermelha muito pesada, e reduzi consumo!",diminui a frequência de consumo
porque venho reduzindo o consumo de carnes animais por vontade propria,diminui a frequência de consumo
"eu nao preparo carnes, mas a rua e socializando acabo comendo um pouco",diminui a frequência de consumo
porque as vezes como carne mas nao gosto e algo cultural que me pega,outros
porque sempre que posso nao como carne e tento me politizar sobre a causa,preocupação com a saúde ou ambiente
"porque nao sinto falta se passar o dia vegetariana e porque sei que consumo menos carne do que a media, mesmo nao sendo mais vegetariana",diminui a frequência de consumo
porque eu diminui muito o consumo de carne por estar caro e por pesar na digestao,diminui a frequência de consumo
antigamente comia carne vermelha diariamente,diminui a frequência de consumo
"porque cortei quase todas as carnes da dieta, comendo alimentos de origem vegetal durante a maior parte da semana desde 2016, sendo os alimentos de origem animal que ingiro apenas ovos e frutos do mar ocasionalmente",diminui a frequência de consumo
porque ainda nao consegui deixar de consumir animais completamente,diminui a frequência de consumo
"porque nao sinto a necessidade de comer carne todos os dias, pesa muito",diminui a frequência de consumo
"estou reduzindo meu consumo de carne, ha alguns meses, chegando a 3 ou mais refeicões semanais sem carne",diminui a frequência de consumo
"por ter problemas de estômago, articulares e gostar muito de uma alimentacao mais natural",preocupação com a saúde ou ambiente
"nao consumo carne de boi nem de frango, apenas peixe quando posso, tambem opto por pratos sem carne, incluindo peixe, especialmente em restaurantes",exclui alguns animais
considero que meu consumo de carne diminuiu consideravelmente,diminui a frequência de consumo
porque excluo conscientemente carne principalmente vermelha em pelo menos 1 refeicao ao dia,diminui a frequência de consumo
porque diminui o consumo de carne vermelha como resultado do climaterio,diminui a frequência de consumo
"por causa de todo o contexto politico e critico sobre as diversas situacões que se encontra o pais o a reducao do consumo de carnes nos dias atuais e mais como um ato de resistencia devido a isso, procuro um consumo consciente da carne que chega a minha mesa",preocupação com a saúde ou ambiente
porque passo a mim alimentar com comidas saudaveis,preocupação com a saúde ou ambiente
porque reduzi o consumo de carne em comparacao ao meu padrao de consumo,diminui a frequência de consumo
conheci o termo com a pesquisa diminui o consumo de carne porquestoes filosoficas,preocupação com a saúde ou ambiente
"nunca fui de consumir muita carne primeiro, porque minha religiao, judaismo, restringe o consumo de carnes de determinados animais, como o porco, e as carnes apropriadas para o consumo precisam passar por controles rigidos que vao desde a criacao do animal ate o preparo segundo, sempre achei mais pratico usar proteinas como o ovo e etc na alimentacao",exclui alguns animais
"tento evitar o consumo de carne e modificar minha alimentacao, ja que nao consigo de vez parar de comer carne",diminui a frequência de consumo
"porque nao me sinto bem ao comer carne vermelha com frequencia (causa ma digestao, gases, refluxo, colicas) e porque quero comer mais saudavel",preocupação com a saúde ou ambiente
"sim, porque evito consumo de carne (qualquer tipo) em uma das grandes refeicões diarias",diminui a frequência de consumo
"nao gosto de consumir carne, e prefiro qualquer outra opcao alem da carne, porem nao me torno vegetariana/vegana pois moro sozinha e normalmente como o que e possivel",diminui a frequência de consumo
segundas sem carne alem de apreciar muito as comidas vegetarianas e veganas,diminui a frequência de consumo
"nao gosto da digestao, considero uma carne dificil de digerir",preocupação com a saúde ou ambiente
"eu tenho a meta de nao consumir carne de nenhuma forma, e estou comecando aos poucos",diminui a frequência de consumo
porque excluo carnes do jantar e as vezes almoco,diminui a frequência de consumo
para ter um estilo de vida mais sustentavel para o planeta,preocupação com a saúde ou ambiente
nao como muita carne e fico enjoado quando como um pouco a mais do o que como normalmente,diminui a frequência de consumo
"sim Venho reduzindo o consumo, por nao gostar mais do sabor de algumas carnes",diminui a frequência de consumo
"ha alguns anos passei a reduzir o consumo de carne no geral, quando como e em pouca quantidade",diminui a frequência de consumo
pois quero reduzir cada vez mais o meu consumo de carnes,diminui a frequência de consumo
"porque decidi reduzir o consumo de carne bovina, devido as mudancas climaticas",preocupação com a saúde ou ambiente
por nao consumir carne com certa frequencia e preferir outros tipos de proteina,diminui a frequência de consumo
a cada ano que se passa meu consumo de carne vem diminuindo mais,diminui a frequência de consumo
porque tenho ampliado meu paladar para um consumo mais saudavel e que nao dependa exclusivamente de inserir proteina animal,preocupação com a saúde ou ambiente
"sempre soube que carne nao fazia muito bem pra saude, depois que os precos aumentaram absurdamente, foi quando eu decidi parar",preocupação com a saúde ou ambiente
pois como alem de carne como as vegetarianas,exclui alguns animais
por motivos conscientes que e o principal e questoes econômicas em segundo,preocupação com a saúde ou ambiente
"porque procuro, pelo menos, uma vez na semana nao comer carne",diminui a frequência de consumo
decidi diminuir o consumo excessivo de carne ao descobrir que existiam outros alimentos que possuem tantas proteinas quanto a carne vermelha,diminui a frequência de consumo
"nunca fui muito fa de carnes, sempre preferi ovo na minha casa reduzimos o consumo porque nao gostamos de preparar e tbm para economizar na feira",diminui a frequência de consumo
"porque reduzi conscientemente meu consumo de carne, com o objetivo de cuidar da minha saude",preocupação com a saúde ou ambiente
porque fui criada comendo todos dias e hoje diminui muito e sei que ainda preciso diminuir Vai ser impossivel comer carne pela sustentabilidade ambiental,preocupação com a saúde ou ambiente
"porque carne e uma coisa que nunca me deu falta no prato, porem como eu moro em uma casa com varias pessoas e um almoco so, a alem da minha rotina ser bem corrida, mas o maximo que eu posso diminuir, eu diminuo",diminui a frequência de consumo
"nunca gostei muito de carne, e a sensacao que me da depois de comer nao e legal e um cheio ruim",não considera carne essencial
"primeiro por conta do preco, segundo pra reducao de gordura saturada",preocupação com a saúde ou ambiente
por opcao de dieta e influencia de mae nutricionista maior variedade de nutrientes,outros
por ter reduzido meu consumo de carne drasticamente nos últimos 6 meses,diminui a frequência de consumo
"diminui meu consumo de carnes, principalmente bovina alem de nao consumir mais peixes como atum e salmao principalmente por consciencia ambiental passei a consumir mais graos e tuberculos",preocupação com a saúde ou ambiente
"sempre que e possivel, opto por outra opcao de proteina",diminui a frequência de consumo
pois nao como carne todos os dias ou qnd como sao em pequenas porcões pois nao,diminui a frequência de consumo
porque nao vejo o consumo de carne como algo totalmente necessario e que pode ser balanceado,não considera carne essencial
preocupacao com doencas relacionadas ao excesso de carne,preocupação com a saúde ou ambiente
"nunca compro carne para comer em casa, seleciono um momento ou dia especial como almocar na casa dos meus pais, preparar o peixe que eu e meus amigos pescamos, conhecer um menu ou um restaurante novo etc",diminui a frequência de consumo
"mudei minha concepcao sobre a necessidade de consumo de ptn animal antes entendia que refeicao so era refeicao se tivesse hoje, consumo uma refeicao vegana, inclusive sem soja, tranquilamente",não considera carne essencial
"nao considero a carne como ""personagem principal do meu prato"" e estou sempre aberta a novas fontes de proteinas",não considera carne essencial
"costumo experimentar e cozinhar alimentos vegetarianos ou veganos, nao sinto falta da carne quando passo muitos dias sem comer carne animal, na verdade, so como carne animal ainda porque geralmente e mais rapido de preparar e cozinhar",diminui a frequência de consumo
"nao conhecia nem o termo, mas vi que me enquadro, pois tenho a consciencia de comer muita carne e tambem a consciencia de diminuir",diminui a frequência de consumo
"nao me adequo ao paladar de consumo de carnes vermelhas, frango e dervidados
contudo, consumo peixe, camarao",exclui alguns animais
"pois nao consumo mais carne bovina opto frequentemente por frango e ovos ao inves de enlatados, linguica, etc",exclui alguns animais
porque decidi diminuir o consumo de carne para melhorar minha alimentacao,diminui a frequência de consumo
"porquestoes financeiras, de bem-estar animal, e de impacto_ambiental, visto que temos opcões equivalentes para substituir a proteina animal",preocupação com a saúde ou ambiente
porque diminui o consumo de carne da monha dieta e pretendo deixar de comer carne totalmente,diminui a frequência de consumo
"porque tento reduzir ao maximo o consumo de carne, apesar de nao conseguir ter feito totalmente",diminui a frequência de consumo
"porque eu nao necessito comer tanta carne para me alimentar bem, principalmente carne de animais que sao torturados e tem uma qualidade de vida horrivel desde novinhos alem das criacões de gado trazer grandes impactos ambientais",preocupação com a saúde ou ambiente
"porque estou evitando o consumo de proteina animal, pensando nas florestas e bem estar animal",preocupação com a saúde ou ambiente
"porque tento reduzir cada vez mais o consumo de carne durante o passar dos anos e, geralmente, quando ha opcões entre pratos com carne e vegetarianos, opto pelas opcões sem carne",diminui a frequência de consumo
"primeiro pelos precos, esta cada vez mais dificil comprar carne, segundo pelo historico familiar de doencas que tiveram a carne vermelha como uma das causas",preocupação com a saúde ou ambiente
"porque eu consumo pouca carne bovina, utilizando mais outras opcões de proteinas, por digestibilidade e financeiro",diminui a frequência de consumo
"eu nao me dou esse nome porque essa representacao nao me importa, mas mesmo sendo pernambucana litorânea de nascenca e agrestina por pertenca, nao tenho tanto desejo por carne em geral topo comer mais em eventos especiais como refeicões com amizades, mas se eu comandar a refeicao em acordo com quem vou oferecer, nao priorizo carne e respeito a preferencia dos que vou oferecer enquanto nao tiver intimidade com agricultores tradicionais/orgânicos, me encontro nessa pratica",diminui a frequência de consumo
quis adotar uma dieta que reduzisse o consumo de carne,diminui a frequência de consumo
porque venho reduzindo o consumo de carne,diminui a frequência de consumo
"saude, motivos religiosos, preocupacao socioambiental",preocupação com a saúde ou ambiente
"sempre que possivel evito a carne animal, mais pela vida deles, embutidos e enlatados nao gosto",exclui alguns animais
devido a impacto_ambiental e modo de abate dos animais em confinamento,preocupação com a saúde ou ambiente
"nao sei se entendi a pergunta decidi quase zerar o consumo de carne porquestoes de consciencia ambiental, e tambem por saude",preocupação com a saúde ou ambiente
porque evito o consumo exacerbado de carne,diminui a frequência de consumo
"nao acho que o brasileiro deva renunciar totalmente ao consumo de carne temos um vasto territorio e ao longo da historia sempre fomos um povo faminto com pouco acesso a carne que deixe de comer carne o povo europeu, que ja comeu demais ao longo dos tempos para alem disso, entendo que faz parte da natureza o homem matar e comer um outro animal, porem devemos procurar comer carnes oriundas de animais criados sem sofrimento e sem derrubamento de matas nativas, a exemplo de aves que podem ser criadas em pequenos espacos e cujos dejetos sao otimos fertilizantes",diminui a frequência de consumo
consumo carne apenas na refeicao do almoco,diminui a frequência de consumo
porque nao consumo carne em todas as refeicões,diminui a frequência de consumo
porque eu deliberadamente tenho reduzido meu consumo de carne,diminui a frequência de consumo
"porque cuido de mim, do meu corpo e do meu planeta",preocupação com a saúde ou ambiente
"sofrimento a que sao submetidos os animais, alimentacao oferecida a eles, alem de medicamentos ministrados com objetivo comercial 
apos o abate adicionam-se aditivos, conservantes e outras substancias artificiais que prejudicam a saude do ser humano 
impacto para o meio ambiente",preocupação com a saúde ou ambiente
